id,versek
6,hortobágyi kocsmárosné angyalom tegyen üveg bort iszom debrecentől hortobágy debrecentől hortobágyig szomjaztam szilaj nótát fütyörésznek szelek lelkem testem megveszi hideg tekintsen kocsmárosné violám fölmelegszem kökényszeme sugarán kocsmárosné termett bora savanyú éretlen vadalma csókolja ajkamat szaporán édes csók megédesűl tőle szám menyecske savanyú bor édes csók lábam tántorog öleljen kocsmárosné édesem várja hosszában elesem ej galambom puha keble nyugodjam kicsit kemény ágyam éjszaka lakom érek haza 
7,arany kalásszal ékes rónaság lenge délibáb enyelgve űz tündér játékokat ismersz ismerd fiad rég igaz jegenyék árnyékain pihenék fejem őszi légen vándor darúid v betűje szállt ősi háznak küszöbén búcsu tördelt hangját rebegém anyának áldó végszavát szellők széthordozák hosszu évsor született hosszu évsor veszte életet változó szerencse szekerén nagyvilágot összejártam nagyvilág életiskola verítékemből elfolya göröngyös kemény ut ember sivatagra jut tudja ürömével tapasztalás sötét pohárból kinált ittam halált bút hosszu kínokat melyektől szívem dagadt szenvedés emlékzetét szent öröm könyűje mossa enyhe bölcsőm lágy ölén anyatejnek mézét ízlelém vidám napod mosolyg hű gyermekedre édes hazám 
9,öcsémuram vigyázzon magára oldalbordájára fiatal menyecske segéljen kutya kertbe' 'bátyámuram hallanom szomorú eset vagyon no másnak fúja kásáját égesse maga száját öcsémuram gondol égre öregem túllépte 'hja sót vén kecske megnyalja mondva tudja agg szomszéd indulatja öccseurát látogatja hiányzik ilyetén lecke fiatal menyecske történik szomszéd bátya öccs'urától elmarad megtudni oka öccseura hozzája ballaga akközben ballagott hozzája készült erősen feleljen szól lecke fiatal menyecske szomszéd bátya tanácsával álla ülvén kemence szomorún szókat ejtett öcsémuramnak igaza vala mondotta felsikolt felesége magzatja öreg tegyen ringatja 
14,tél hideg tél közepe zúgolódik idő kinn ízibe zúgolódjék egyéb dolga neki akarja hagyjuk kedvét tölteni hisz nekünk úgysem árthat igaz fázunk meleg idebe kandallón pattog fa ég tűz kulacsnak kotyogása fagyot űz csók piros menyecskék ajakán hevíti embert igazán háborogj istenadta ideje vesszük víg barátim igaz 
21,mondád anyám álmainkat éjente festi égi kéz álom ablak által lelkünk szeme jövőbe néz anyám álmodtam egyet fejtenéd jelent szárnyim növének átröpűltem levegőt végtelent 'fiacskám lelkem drága napja napomnak fénye örvendezz hosszúra nyujtja élted isten álmodnak boldog titka nőtt gyermek lángra lobbant meleg keblén ifjukor dal malasztos enyh szívnek hullámzó vére forr lantot ragadt ifju karja lantjának adta érzetét dalszárnyon lángérzemények madárként szálltak szerteszét égig röpűlt bűvös ének lehozta hír csillagát költőnek súgarából font homlokára koronát méreg dal édes méze költő lantnak ad szivének virága éltéből drága nap pokollá érzelemláng ő lángban martalék földön életfának ága tartja fekszik ő halálos ágyon szenvedésnek gyermeke hallá szülő bus ajka kínjának hangján rebege 'halál vidd karomból vidd korán fiut igérte éltetni ég álmunk hazud anyám álmok hazudnak takarjon szemfödél dicső neve költő fiadnak anyám örökkön él 
26,tenger fenekére merül halász lent tenger fenekében gyöngyöket halász boros pohárnak öble tengerem gyöngy dalaimban terem bűnnek éje ült földön jött vízözön víz által bűn éje elseperve lön búnak éje ül szivemben bú éjjelét víz tehetetlen bor mossa nyári hévben virágszál sanyarogva nő virágot új életre kelti langy eső csüggedésben tikkadásban langy esőm bor permetegje enyhe csöpjén vérem forr tettetés belösztön akármi halottra könyet ejteni szokás víz se érjen sírni sírja hideg poromra könyét borkehely 
36,érik gabona melegek napok hétfőn virradóra aratásba kapok érik szerelmem forró szivem aratója édes egyetlenem 
39,alkotóm mindenható hozd pillantatot hölgy szerelemnek tüzére gyúladott ajkán vallomásnak szent hangja reszkete legyek csókra hí édes kedves tekintete adjak érte husz éves életnek tavaszát remények tündérföldét lelkem jövőben lát nyílik út embernek égbe üdvességet osztasz túlvilági üdvességből végy drága századot 
47,egem derűl jő kikelet egem borúl látom telet őszi alkonyon félhomályu köd fásult egykedvüség mereng szivem ellenség jóbarát végeztem veletek senkit gyűlölök senkit szeretek örömem bánatom érzelmim vágyaim elaltatom ohajtásim közül ébren aludjam föld 
49,megyek sehova noha sorsom mostoha mostohább maradnék kedves hely elmegy tavasz menjen elmehet nap csillagok mék maradok fa lelkem gyökér gyökér fa él téphetném földéből idevaló mátkám szivéből mék sehova noha sorsom igen mostoha mostohább megmaradnék 
50,síkos hó szalad szán esketőre viszik babám esketőre viszik szegényt mások kivánsága szerént mostan hó lehetnék szán beroskadnék fölfordulna kedves babám átkarolhatnám átkarolnám ajakára csókot nyomnék utójára melegétől hű szivének elolvadnék halnék 
70,gyönge lelkem testem fáradt vessétek ágyat vesd rózsám feküdjem pihenjem magamat istenem ágyon nyom mindenfelől fázom vetette rózsám meleg keze vetette halál hideg keze 
73,megmondtam térj eszedre fogadtad szavamat üzéd eszeveszetten ostobáskodásokat szépen szépen szeleverdinek prédikálok késő eső után köpönyeg dolgon változtatni legjobb tehetek előveszem türelmemet ah türelem reád lelkemnek szüksége heverni kórágyon kínok magányosan lám irtózám házasságtól mondám feleség hű menyecském esnék hajolna édes ajka elcsókolná fájdalmamat ölelése enyhet adna orvosság ad ejték nő elleni beszédeket mivelhogy senki senki szeretett érzem szeretni tudnék végtelen megérem csendes házi életem 
76,uton hazafelé gondolkodám fogom szólítani rég látott anyám mondok először kedvest szépet neki bölcsőm ringatá kart terjeszti jutott eszembe számtalan szebbnél szebb gondolat állni látszék idő szekér szaladt szobába toppanék röpűlt felém anyám csüggtem ajkán szótlanúl gyümölcs fán 
80,csaplárné betyárt szerette betyár őtet szerette csaplárnénak örökbevett lyánya betyár boldogsága csaplárné megirigyelte irígységből leányt elverte elverte háztól világba kinn tél fagy javába' szegény lyány ment darabot leűlt űltében megfagyott esett betyárnak tudtára csaplárnénak kínos halála betyár hóhérkézre kerűlt bánta ő örűlt lyányt elvesztette pipa dohányt ért élete 
82,jóllaktam egyet nyujtózom tied imádott heverés kedves pamlagom áldott puha föltalált agy kölyök pipát siess nagyapád rútabb valami lomhaság add errébb ökör nyuljak érte tőlem föltátom szám istentelen legye ingerkedik velem kergesd kutya űl fülemen ember élete méreggel csodák csodája pukkad húzd függönyt odább ablakon lám építés kinn vagyon á szépecskén halad munkálnak tedd b' ablakot nap szemembe süt disznó forró idő no kinn dolgozik hűti 
91,faluban utcahosszat muzsikáltatom magamat palack kezembe' táncolok veszett fene huzd cigány siralmasan magamat kisírhassam ablak húzzatok valami vigat lakik csillagom bujdosó csillagom tőlem elbujdosott világát mással éli cigányok ablak leges legvigabbat lássa csalfa lyány búsulok csalfaságán 
94,torkom álló malom őröl meglocsolom árva szívem molnárja bánatot hord garatjára feleségem torka valóságos pergő rokka feleségem pörpatvart fon nékem zúg őröl zúg malom zúgjon locsolgatom zúgjon zúgjon halljam kincsem rokkája pereg 
107,menyecske menyecske menyecske volnál menyecske kétségbeesve választottál uradnak gazdag urad módos takaros módos takaros haragos szereted őtet szeret ő szerelmet ismer szegény menyecske ver megunod életet tedd kezembe kezedet menjünk duna partjára ugorjunk dunába 
108,büngözsdi bandi istentelen zsivány sikkasztottad paripám bitangolsz mostan drága lovamon hóhér kössön hurkot átkozott nyakadon büngözsdi bandi istentelen zsivány csábítottad kedves babám öleled szeretőm fűljön rosz lelkeddel mélységes pokol haszna átkozódásoknak imádkozzál bandi kapjalak megkaphatlak mennykő üssön beléd megemlegeted magyarok istenét 
116,1 széllel ambrus gazda kocsmába adta megharagított feleségem haragom borral szelidítem azzal járt nyelves asszony maradtam otthon darál hiszem nyelvét tépem hah rosz asszony roszabb szolgálója ambrus gazdáról pletykát szórja otthon űlne ő felesége kivetette ház elébe 2 ambrus gazda hősleg iddogála bakter tízet kiálta fölkelt hazakotródott tudja isten pusztít á visszatére ambrus gazda jutott eszébe lármázni kezde feleségem lármázott keféltem hátat fordíték háznak reggelig otthon látnak gaz szolgáló nyugszik nyelve hírt terjesztgette ambrus gazda honn visszatére ereszté felesége 
124,gondoljátok költés szekér ballag széles országútakon sas költés járt senki ő indul fennen szabadon élhetetlen nyomorú csoport lesi gyáván nyílik ut nyílik éhes kutya konc után kezdett útra fut fogj tollat írj erőd haladni haladt ragadj ekét kaptafát vágd földhöz silány dorombodat 
126,debrecen rád emlékezem szenvedtem tebenned mindamellett esik rád emlékezem pápista voltak böjtjeim nagyok embernek csontfoga bölcsen rendelék istenek vas fogam rozsda ette télnek kellő közepében kifogya szépen fűtőszalmám hideg szobában alvám fölvevém kopott gubám elmondhatám cigány hálóból néze juj hideg odaki' derék verselék ujjam megdermedt hidegben vetemedtem tehettem égő pipám szorítgatám fagy engedett ínségben vigasztala ennél inségem vala 
130,édes szülőimék gazdagodjam hiszem istenem panaszolkodnak teljesülni kivánnak megelőzöm vágyait éd'sapám anyámnak csinos ház amiben megvonúlnak szépen pince ház bor pincében meghihatja éd'sapám jóbarátját borozás lelköket jókedvbe mártják kocsit csináltatok éd'sanyám számára templomot gyalogosan járja arany szegélyzetű imádságos könyve krisztus urunk képe szépen metszve pistinak veszek drága paripákat rajtok istók öcsém vásárokra járhat végesvégül dúsgazdag könyvtárom verseket pénzért csinálom ingyen osztom azokat újságokba szerkesztő szívesen fogadja lyányt kaphatok magyar lelkűt éd'sapám táncolni fia lakodalmán élünk boldogan mulatságoknak biz édes szüleim gazdagodjam 
134,akármikép csűrjük csavarjuk gazdálkodni tud ilyennek adósság köt nyakába háborut szurkol bizonyos utcán világos nappal menni hetykén tekinthet jobbra balra találkozzék akárkivel mondja amidőn javában cseng kocsmában pohár barátim megbocsássatok mennem otthon munka vár többi szóval mátul fogva takarékos fiú garast megbecsűlök apám öreg efféléket pénz fogytán fogadom pénzem jön hegyen völgyön lakodalom 
137,kalapomnak szőre jobbra balra konyulna derék legény arszlánnak beilleném éve mellényem véve derék legény arszlánnak beilleném kabátom hordanom télen nyáron derék legény arszlánnak beilleném nadrágom alja térde megsértve derék legény arszlánnak beilleném csizmámnak talpa sarka kérdené varga derék legény arszlánnak beilleném elpusztul tőlem pokolba derék legény arszlánnak illem 
142,éjszaka bort sose lássak életemben párja áldomásnak mohácsi ütközet ment végbe közöttünk igaz török bor magyar lettünk igaz harcoltunk vitézül kivált király ész kidőlt nyergébül győzelmes poharakat dühhel nyakon ragadtuk függtünk letéphetetlenűl pióca rajtuk hosszú életünk kortyaink valának megérjük boldogabb korát bús magyar hazának 
144,müvészetek fején korona művészetünk mondana föladatunk büszkék reá színészek árny teremt költőképzelet adjuk neki lelket életet föladatunk büszkék reá színészek miénk hatalom emberszív idézni egyaránt mosolyt könnyeket föladatunk büszkék reá színészek apostolok erkölcs mezején apostoli szavunk kiált erény föladatunk büszkék reá színészek színpadon népnek hirdetünk hazudtolja cselekedetünk tesszük föladatunk gyalázat ránk szinészek 
167,esik esik esik csókeső esik ajakamnak jólesik eső eső villámlással szemed galambom villámló sugár mennydörög mennydörög hátunk megett szaladok galambom jön öreged 
182,menjünk menjünk földbe beteg szivem megtetted kelle megtetted lehetett viselted honfisebedet hideg siréjben másnak meleg forró sir nékem életemben viselék honfiseb ég itélet napja eljön hazám bilincseit lerontja sebem begyógyuland hüvösben nyugszom 
188,énnekem kedves cimborám talpig derék becsűletes fiú szomoruságnak szele fú vidámság köpenyét akasztja nemzetem sorsára gondolok szivem szorítja fojtó sejtelem kedves pajtásom terem szól férfias mondja várjak kicsit idővel másformán leszen ég kegyébe fölveszen minket árva népet megsegit szerelem bújában epedek lemondás főbe ver kedves pajtásom hever jön szól legyek gyerek mondja hagyjam magamat ámbátor figyel szerelmem tőkéjét vette fel megkerűl tőke kamat eszmetársulatnál fogva eszembe jut borzasztó pénzügyem biztat szerencse elhigyem számomra megnyitja markait mondja megjön idő fűtetlen szobában lakom szűk udvarra nyíló ablakom tábláin tél dérvirága nő kedves pajtásom beszél kimondhatatlan barátságosan lelkemnek széles jókedve bút bajt felejtető meséinél fiúnak rosz bátyja igen komor goromba férfi ő rosz bátya közbejő fölpofozza öccsét csúfosan tőlem kegyetlenűl elkergeti levert kedéllyel ballag tőlem jő vigasztal ölel fiú szerit ejtheti tudjátok fölösleges szó jóbarátomúl bírok vigasztaló pajtásom remény komor goromba bátyja való 
195,bús harangszó neked harangoznak kedves hervadt rózsaszála tizenöt tavasznak templomnál koporsód koporsód vőlegényként jőni hittem védangyala kedvesemnek odafönn mennyben szánj eszemet vígasztalj meghaltál megölt bánat hervadni hagytad legszebb rózsaszálat 
201,természet gúnyolódol eltemetők tél havának kellő közepette tavasziak idők jég síma dunavízen hó szentgellérthegyen testem lelkem szemében mentül sértőbb ellentét keltek bőszült háborúra alusztok lusta elemek éjszak vésze prédát üző sas szárnyaid süvítenek hajtod felhőt égen vadász sebzett madarat hullatná hópillangóit madár tollakat szeretném kedvem telnék láthatni természetet szivem perzsiából vad szibériává vetkezett meleg verőfény természetnek gúnyja részvéte tél fázzék kinn kedvesem 
207,ő kedves drága kisleány ő élet lakták szívemet repkény fákat remény átszövé tündérteremet kisleánykám elment elvivék mély házban lakik elzárt ajtaja nyíl ítéletnapig leánnyal elment életem kikisérte odakinn maradt elfoglalni régi lakhelyét akarat szívem csöndes üres lepusztult ház bús laktalan árva repkény remény leng sohajtásim fuvalmiban földön ápolója feltörekszik fel ég rontó kételkedés sarját metszené új lakó szivemben nemsokára romban legfölebb vén remete remete halál 
213,panaszkodám elpanaszolám szivem baját búját embereknek ujját megmetszé gyermek panaszkodik szégyen szégyen panasz végtére hisz keservét mutató kebelnek szánalommal gúnnyal fizetnek sért elmondhattam szóval sorsomat elmondhatám lélek sírhalma porló kedvesének kínba fúló életet sirat panaszkodám kislelküen gyáván embereknek ujját megmetszé gyermek panaszkodik szégyen szégyen panaszkodom büvös szigetté változni keblem honnan út vezetni elátkozottan él fájdalom 
216,kéket mutatnak erdő virító fáin zöld levelek tajtékzik duna szilaj mén vakmerő harcosként teremvén kergetni kezdi fergeteg pirúl menyasszony hajnal vőlegényét várja napot harmatkönyűket sír bús özvegy éj csillagokhoz fölmegy látja árva magzatot megmérhetetlen látköröm látom ezeket domb kedvesem takarja nézve átláthatlan magasra elrejt előlem földet eget 
218,szobában küszködött élet halál élet szépet kedvest elvesztette szobában siratám könnyeimnek tengerével szenvedésem létem tengert nyelé szobában lakásom édes kín laknom laknom láthatnom éber emlékimben kivánatom leszen szobából menni szent mihály lova vigyen 
220,bánt vad fájdalom várost világot elhagyom megyek emberek napestig alva fekszenek óra éj felére felhők búsong sárga holdsugár szendergőknek álma megszakad elhagyják mély sötét tanyájokat fehér ruhában járnak tétova hajnalt hirdet kakas szava idemegyek temetőbe fájdalmaimnak vészes éjjelén drága sírhalmom könyűimnek forrása megered könyűkhöz sóhajom vegyűl fájdalmam lassacskán lecsendesűl csendesen melléd fekszem édes kedvesem 
222,anyám anyám legjobb legboldogtalanabb anya reményed fösvény való beváltana kiküldözéd galambját nóé reményeket teljesűlés zöld ágával érkezett végső reményed halálod hűteni fölmelegítnek gyermeked hő könnyei szegény anyám vigasztalás jut neked elsírta könnyeit szerelmesének sírján gyermeked 
230,megölte hozta rút időt fuj szél táncol tányér borbélyműhelyek boldogság barátságos meleg szobában napszámos napszámosné tuskót fürészel hasít daróc pólyában gyermekök szélvésszel versenyt visít boldogság barátságos meleg szobában léptekkel alá katona őrhelyen számlálgatja lépteit kínjában tegyen boldogság barátságos meleg szobában hosszulábu drótostót kopott gubáját cepeli orra érett paprika hidegtől folynak könnyei boldogság barátságos meleg szobában barangol vándorszinész falutól másikig meleg ruhája mindazáltal éhezik boldogság barátságos meleg szobában cigány vacog foga rongyos sátorok kopogtat szél bemegy cigány szól szabad boldogság barátságos meleg szobában megölte hozta rút időt fuj szél táncol tányér borbélyműhelyek boldogság barátságos meleg szobában 
