id,versek
10,átok bort billikomba részegítő lánghullámu bort keservet bút martalékul felejtés örvényébe hord bort öblébe váltig kehelynek bort elémbe szakadatlanúl idenézzen puszták homokja tud inni megtanúl kedvben ég csont velője eremben kéj habja forr üdv neked mámorok homálya üdv neked mámor anyja bor hah kancsó mesés világnak feneketlen hordaja bort szivelhetem puszta szájjal ásitoz bort felköszöntsön ajkam éljen nemes keblű barát vész harangja zúgott szent hűséggel nyujtá jobb karát éljen világ dicső folyása élet világ igazság védpalástja üldözöttnek menedéket ád éljen sziv biztató vezére varázsdalt pengető remény éljen menny pokol éljen vesszek 
19,sírt sírt koporsót fekvőt föld élnek érzemények gondolat fej kebel kettős átok életem kinozni lángcsapásu ostorokkal vágy lázas agyban szállni csillagok sors haragja földön csúszni rendelé száll vágyak szárnya égi toll vigyen magasban halhatatlanság honol puszta nékem üdvben világ kebel megteremtve lakóul örömet fogadjon szív kéjben föllobogva érzene jégtekintet boldogságnak istene sírt sírt koporsót fekvőt föld élnek érzemények gondolat 
20,dal istene szent csókjával füröszt hazám színházad népe zengjen lant legelső énekem pályámnak társai tinéktek szentelem érzet kútfeje dagadó kebel dalomnak hangjai szakadtak szívnek gyermeki szívbe vágynak engedjétek nekik honokba menniök müvészet szent templomába lép illő főben kebelben ép elme éjjele megromlott kebel fának ágain gyümölcsöt nevel csillag sugara derengje egünk hon erény csillag nekünk színpadot tekinteni mindennapi kenyérhez nyílik út színpad célja színpad célja szent szív parlagán erkölcsöt fejt teremt érzelmeink gyulassza tiszta tűz szennyet kebelből számkiűz várni romlott föld mag termő gazdag kalászokat szem sugárt lövel előle magas szent cél vesszen életünk édes jutalmat ad hon áldó szava nyúgodt öntudat 
25,szinész utain virág tövis terem szinész élete öröm gyötrelem bűvös szellemkezek vezérlik lépteit leplezve gondosan élet terheit álmot álmodik öröklő hirnevet szellem bejárja földet eget bú kéjnek egyaránt feltárja kebelét részvéttel osztja szenvedő könyét megvetett szegény boldogtalan szive dobog pártfogója pártfogója neki üdvöt ád szeretni lángolón ohajtott pályáját hir nevéről dolgokat beszél sirhalma pázsitán zokogva sír szél 
27,világ isten kertje gyom virág emberek kertnek magja úr pártom fogja gyom tiszta kebelnek mélye égi kéz lövelt lángokat lángok szűzen égnek szent oltárúl erénynek romlott szív építek sors kegyére tűrök fejemre mére jót roszat ád elvészi holnap megadja elkap jellemképe változat róna születtem lelkem útja tetteimben egyenes szavaimmal érzet célra jutni álbeszédet tétovázva keres ég szivem földébe drága fádat ülteté szerelem koszorúba fűzöm ágit koszorúm szerény virágit hazának szentelem 
29,hátam hátam odavan szomszéd bácsi kiporozta csúfosan átkozott görcsös fütykös somnyele mellyel pogányúl csépele tart kertet körtefát isten gyümölcsöt ád csábitólag kandikált körte csábjait sehogysem állhatám átugortam palánkon átesém megingott májam vesém szomszéd bácsi rajtakap jött valódi haddelhadd teremtőm értem napot megrakott csontom ropogott nesze monda nesze harmadik mindentudó tudja hányadik jelen holdvilág lakzinál búsan nézte szomszéd bácsi csinál fellegekből vett magára gyászmezet megosztva szenvedésem könnyezett ő ő könyörűle egyedűl három tánc monda hegedűlt hegedűlt bottal hátam közepén keservesen siralmasan jártam de'szen kiheverem bajt visszakapja kölcsönt tudjuk hányat vert óra tudjuk rak tüzre rosz fát bácsikám ablakunkhoz estenként sompolyog vettem észre hányadán szemében ő szálkát megleli övében gerendát feledi deákné vászonánál ő jobb dönget lopásért lop lopni ő csókot lopni nénihez anyánk bibliában levelez tegye lábát ablakunkhoz ezután fogadom nézek által szitán megugratni anyánkat hívom leöntöm dézsa vízzel nyakát 
30,nos fiúk szólt szarka házfödélteken álmodá vendégtek leszen kő hosszu méla bámulás h'sz csalódom senki feledve régi jóbarát hihetem reátok illenék vád szövetség szála minket összefont vért bir szív velőt csont no kissé meglepett jöttöm úgyebár hja öcséim velem sors furcsa táncot köztem közte folyton folyva tart háború lenyom pelyhet végtelenbe fú csüggedünk lelke szembeszállok őkelmével bátran szilajan látja sors komám csüggedés ért bőkezűbben nyujtja bért eh okoskodni csapjatok kezet jóbarát markába csapni kedves élvezet bennünket váratlan együvé hozott áldomással ünnepeljük pompás napot 
33,mondom megmondom ismernek ismernének felkötnének fokos kezemben verekednem nyerges lovam legel t'ok futni futni tudnék futni mostan fejem televan fejem szívem bor leány hamis elhagyom galambomat kialuszom mámoromat rajtam ütnek hadnagyok megmondom 
63,hírös város aafődön kecskemét születtem öszöm könyerét búzáját magyar embör vetötte kakastéjjee mönyecske sütötte énnéköm mestörségöm kő azé keresetöm jobb se kő vót lösz hiszöm istenöm utast lát pusztába szömöm ómáspej nyergös lovam vöttem szögénylegény szörivee szöröztem csillagos feje kese lába mögeresztöm szél ér nyomába ezön járok kiskiráj kényösen borjúszájas ingöm lobog szélösen süvegöm jobb szömömön viselöm mindön embör mög se emelöm benézök bugaci csárdába öszöm iszom kedvem szörént rovásra ölégségös hitelöm néköm mögfizetök böcsületöm sértöm vármögye emböreit pej lovam ojan mögösmeri érköznek nagyot nyerít rátermök gyühetnek őkeemök 
68,földön hó felhő égen csodálni télen ígyen megyen tudnám tél vagyon pillantanék ablakon benn űlök melegben környékez jóbarát töltögetve poharamba egri bércek borát jóbarátok borocska kebleinkben kedv óriás kedvemnek magja elvetném hó kikelne rózsaerdő koszorúzná telet földobnám égre szívemet melegítné világot nap idelátszik hegy dobó hír könyvibe neve örök betűit török vérrel irta ember biz víz elfoly dunán elvirúlt magyarnak tettvirágos tavasza hosszu gyáva tespedésben pang sínlődik haza megjövend elszállt kikelet virány régtől puszta hon eh hagyjuk hagyjuk ritkán vígadok napot háborítsák bánatok sopánkodásnak ugysincs sikere tehet lant gyönge embere hon bajával vele kitört bút ember új pohárral öntse új pohár bort barátim új pohárt újat előbbi lejárt veszek észre század pohár jelen hátam mögött lelkem jövőben jövőben vígan élek boldogon árva árva hon 
